Country Name,Country Code,Series Name,Series Code,2020 [YR2020]
Turkiye,TUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Turkiye,TUR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,97.0142665969339
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United Kingdom,GBR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100
United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.8204215151458
Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.7
Afghanistan,AFG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,76.72225540254
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Albania,ALB,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,95.0680388145809
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.7187728881836
Algeria,DZA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,94.4373299704124
American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,..
American Samoa,ASM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.2447518116509
Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Andorra,AND,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.9999985271439
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,46.9554443359375
Angola,AGO,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,57.1677379228367
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Antigua and Barbuda,ATG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.3649937785451
Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Armenia,ARM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.9415163996124
Aruba,ABW,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Aruba,ABW,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..
Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Austria,AUT,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100
Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Azerbaijan,AZE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,96.3620821780168
"Bahamas, The",BHS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
"Bahamas, The",BHS,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Bahrain,BHR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.9198990209829
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.2
Bangladesh,BGD,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,97.945676020447
Barbados,BRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Barbados,BRB,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.5144504186196
Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Belarus,BLR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.6515731688089
Belgium,BEL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Belgium,BEL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.9999962634716
Belize,BLZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.8076248168945
Belize,BLZ,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.4019559329424
Benin,BEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,40.9859313964844
Benin,BEN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,66.8873289474628
Bermuda,BMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Bermuda,BMU,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.9031400170636
Bhutan,BTN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Bhutan,BTN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.9817176346163
Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.2218170166016
Bolivia,BOL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,93.0874216875902
Bosnia and Herzegovina,BIH,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Bosnia and Herzegovina,BIH,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,96.1138971196897
Botswana,BWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,71.8291244506836
Botswana,BWA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,92.3385777393314
British Virgin Islands,VGB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
British Virgin Islands,VGB,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.8643835616439
Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Brunei Darussalam,BRN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.9000472814433
Bulgaria,BGR,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.7
Bulgaria,BGR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.1167359557668
Burkina Faso,BFA,Access to electricity (% of population),EG.ELC.ACCS.ZS,18.4672794342041
Burkina Faso,BFA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,48.5409861511794
Burundi,BDI,Access to electricity (% of population),EG.ELC.ACCS.ZS,9.1
Burundi,BDI,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,62.2071212739845
Cabo Verde,CPV,Access to electricity (% of population),EG.ELC.ACCS.ZS,93.746955871582
Cabo Verde,CPV,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,89.1775739362889
Cambodia,KHM,Access to electricity (% of population),EG.ELC.ACCS.ZS,86.4
Cambodia,KHM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,76.2531074222297
Cameroon,CMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,64.3118743896484
Cameroon,CMR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,68.4506973221862
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Canada,CAN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.221809586814
Cayman Islands,CYM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Cayman Islands,CYM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,95.5733128834356
Central African Republic,CAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,15.4057130813599
Central African Republic,CAF,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,37.2024025511537
Chad,TCD,Access to electricity (% of population),EG.ELC.ACCS.ZS,10.8656768798828
Chad,TCD,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,51.1953778058648
Channel Islands,CHI,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Channel Islands,CHI,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Chile,CHL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.7217559814453
Colombia,COL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,97.0410236613368
Comoros,COM,Access to electricity (% of population),EG.ELC.ACCS.ZS,85.6353454589844
Comoros,COM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..
"Congo, Dem. Rep.",COD,Access to electricity (% of population),EG.ELC.ACCS.ZS,20.0737800598145
"Congo, Dem. Rep.",COD,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,35.5002372686537
"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,48.6791305541992
"Congo, Rep.",COG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,73.7845109785203
Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9
Costa Rica,CRI,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.8105365712776
Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,69.8783264160156
Cote d'Ivoire,CIV,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,72.6253447367345
Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Croatia,HRV,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..
Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9326400756836
Cuba,CUB,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,94.2662790670481
Curacao,CUW,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Curacao,CUW,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..
Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Cyprus,CYP,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.7651721581168
Czechia,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Czechia,CZE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.8805882608907
Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Denmark,DNK,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.9999967060358
Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,64.5011520385742
Djibouti,DJI,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,76.0499221845238
Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9972152709961
Dominica,DMA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..
Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Dominican Republic,DOM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,96.3065793359028
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.85
Ecuador,ECU,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,95.3597647097715
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
"Egypt, Arab Rep.",EGY,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.7671898041778
El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.722541809082
El Salvador,SLV,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.0305089627303
Equatorial Guinea,GNQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,66.6791915893555
Equatorial Guinea,GNQ,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..
Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,51.3922996520996
Eritrea,ERI,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..
Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Estonia,EST,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.9999977228497
Eswatini,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,79.9933624267578
Eswatini,SWZ,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,71.4406737893323
Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,51.1445960998535
Ethiopia,ETH,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,48.6553476821695
Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Faroe Islands,FRO,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100
Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.1266403198242
Fiji,FJI,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,95.418355401602
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Finland,FIN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100
French Polynesia,PYF,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
French Polynesia,PYF,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100
Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,91.0628433227539
Gabon,GAB,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,86.3106054147686
"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,62.234001159668
"Gambia, The",GMB,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,84.4849824727792
Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Georgia,GEO,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,94.672099902079
Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,85.4405670166016
Ghana,GHA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,86.3168084779609
Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Gibraltar,GIB,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Greece,GRC,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100
Greenland,GRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Greenland,GRL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100
Grenada,GRD,Access to electricity (% of population),EG.ELC.ACCS.ZS,93.3555679321289
Grenada,GRD,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..
Guam,GUM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Guam,GUM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.6952
Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.6474685668945
Guatemala,GTM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,93.880093537322
Guinea,GIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,44.7454223632813
Guinea,GIN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,68.9206309644388
Guinea-Bissau,GNB,Access to electricity (% of population),EG.ELC.ACCS.ZS,33.3744735717773
Guinea-Bissau,GNB,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,61.5396569932828
Guyana,GUY,Access to electricity (% of population),EG.ELC.ACCS.ZS,92.2989349365234
Guyana,GUY,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,95.2768850219634
Haiti,HTI,Access to electricity (% of population),EG.ELC.ACCS.ZS,46.3365135192871
Haiti,HTI,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,66.6953102748929
Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,93.0876998901367
Honduras,HND,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,95.0204478168117
"Hong Kong SAR, China",HKG,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
"Hong Kong SAR, China",HKG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100
Hungary,HUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Hungary,HUN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.9999999799691
Iceland,ISL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Iceland,ISL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100
"Iran, Islamic Rep.",IRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
"Iran, Islamic Rep.",IRN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,97.4494755938991
Iraq,IRQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Iraq,IRQ,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.3599065549598
Ireland,IRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Ireland,IRL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,96.0000577460047
Isle of Man,IMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Isle of Man,IMN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.6110080645161
Israel,ISR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Israel,ISR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100
Jamaica,JAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.709358215332
Jamaica,JAM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,91.0299453618372
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9
Jordan,JOR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.9605142327008
Kazakhstan,KAZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Kazakhstan,KAZ,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,95.434966101715
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,71.4927139282227
Kenya,KEN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,61.5318675559739
Kiribati,KIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,91.0447616577148
Kiribati,KIR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,74.3094772830817
"Korea, Dem. People's Rep.",PRK,Access to electricity (% of population),EG.ELC.ACCS.ZS,50.5202941894531
"Korea, Dem. People's Rep.",PRK,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,93.8438458039225
Kosovo,XKX,Access to electricity (% of population),EG.ELC.ACCS.ZS,..
Kosovo,XKX,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..
Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Kuwait,KWT,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100
Kyrgyz Republic,KGZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.865119934082
Kyrgyz Republic,KGZ,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,90.7146537383369
Lao PDR,LAO,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.3113632202148
Lao PDR,LAO,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,85.2197393366705
Latvia,LVA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Latvia,LVA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.7902639963924
Lebanon,LBN,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9830703735352
Lebanon,LBN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,92.6
Lesotho,LSO,Access to electricity (% of population),EG.ELC.ACCS.ZS,47.497013092041
Lesotho,LSO,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,73.2889187141576
Liberia,LBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,27.5597496032715
Liberia,LBR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,74.6521483206642
Libya,LBY,Access to electricity (% of population),EG.ELC.ACCS.ZS,69.3682632446289
Libya,LBY,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.8915237987819
Liechtenstein,LIE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Liechtenstein,LIE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100
Lithuania,LTU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Lithuania,LTU,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.0133504964109
Luxembourg,LUX,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Luxembourg,LUX,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.8799371174608
"Macao SAR, China",MAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
"Macao SAR, China",MAC,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100
Madagascar,MDG,Access to electricity (% of population),EG.ELC.ACCS.ZS,32
Madagascar,MDG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,51.9400233315503
Malawi,MWI,Access to electricity (% of population),EG.ELC.ACCS.ZS,11.5
Malawi,MWI,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,70.2704690844752
Malaysia,MYS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Malaysia,MYS,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,97.0999105708665
Maldives,MDV,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Maldives,MDV,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.5444450641446
Mali,MLI,Access to electricity (% of population),EG.ELC.ACCS.ZS,50.6440658569336
Mali,MLI,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,80.7471863901878
Malta,MLT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Malta,MLT,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100
Marshall Islands,MHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.2568511962891
Marshall Islands,MHL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,85.4947213556817
Mauritania,MRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,45.4
Mauritania,MRT,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,74.2967211205179
Mauritius,MUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.4640197753906
Mauritius,MUS,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.9958002416707
"Micronesia, Fed. Sts.",FSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,81.8544082641602
"Micronesia, Fed. Sts.",FSM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,90.1142911078532
Moldova,MDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Moldova,MDA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,91.1372487012655
Monaco,MCO,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Monaco,MCO,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100
Mongolia,MNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.5021667480469
Mongolia,MNG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,82.1241197629958
Montenegro,MNE,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.8531112670898
Montenegro,MNE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.8569123690641
Morocco,MAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Morocco,MAR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,85.9187628261055
Mozambique,MOZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,30.6123828887939
Mozambique,MOZ,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,59.7601108598003
Myanmar,MMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,70.4157409667969
Myanmar,MMR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,80.7287633167077
Namibia,NAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,52.3
Namibia,NAM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,85.2751917542767
Nauru,NRU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Nauru,NRU,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..
Nepal,NPL,Access to electricity (% of population),EG.ELC.ACCS.ZS,89.9
Nepal,NPL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,90.7685835327375
New Caledonia,NCL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
New Caledonia,NCL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.3053205721716
New Zealand,NZL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
New Zealand,NZL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100
Nicaragua,NIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,86.003303527832
Nicaragua,NIC,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,81.7087539746033
Niger,NER,Access to electricity (% of population),EG.ELC.ACCS.ZS,18.7219104766846
Niger,NER,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,47.7205800435476
Nigeria,NGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,55.4
Nigeria,NGA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,76.361790269796
North Macedonia,MKD,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
North Macedonia,MKD,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,97.7824419960381
Northern Mariana Islands,MNP,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Northern Mariana Islands,MNP,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100
Norway,NOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Norway,NOR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100
Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
