Country Name,Country Code,Series Name,Series Code,2020 [YR2020]
Russian Federation,RUS,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,5.44025086965019
Russian Federation,RUS,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,96.8807180454075
Russian Federation,RUS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.09098994731903
Russian Federation,RUS,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,33.2449547918323
Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.99
Saudi Arabia,SAU,Compensation of employees (% of expense),GC.XPN.COMP.ZS,53.7346605702438
Saudi Arabia,SAU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..
Saudi Arabia,SAU,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,62.2887687683105
Saudi Arabia,SAU,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,6.34135814175573
Saudi Arabia,SAU,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.6568008588509
Saudi Arabia,SAU,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.498019993305206
Saudi Arabia,SAU,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,22.5105249347465
Spain,ESP,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Spain,ESP,Compensation of employees (% of expense),GC.XPN.COMP.ZS,5.92048410443944
Spain,ESP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.71374989
Spain,ESP,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,53.2567481994629
Spain,ESP,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,8.82285103875191
Spain,ESP,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.9256097637963
Spain,ESP,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.41039001941681
Spain,ESP,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,18.3673085679422
Switzerland,CHE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Switzerland,CHE,Compensation of employees (% of expense),GC.XPN.COMP.ZS,6.31838243422694
Switzerland,CHE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.79635048
Switzerland,CHE,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..
Switzerland,CHE,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,4.05224992267886
Switzerland,CHE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.9999976034203
Switzerland,CHE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Switzerland,CHE,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,10.7498204937334
Turkiye,TUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Turkiye,TUR,Compensation of employees (% of expense),GC.XPN.COMP.ZS,23.4897827757278
Turkiye,TUR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.61794329
Turkiye,TUR,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..
Turkiye,TUR,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,11.5273900907188
Turkiye,TUR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,97.0142665969339
Turkiye,TUR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.36757004261017
Turkiye,TUR,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,42.0652145490678
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United Kingdom,GBR,Compensation of employees (% of expense),GC.XPN.COMP.ZS,13.5203695139066
United Kingdom,GBR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.97759342
United Kingdom,GBR,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,79.9111328125
United Kingdom,GBR,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,10.5966095932602
United Kingdom,GBR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100
United Kingdom,GBR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2.93144011497498
United Kingdom,GBR,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,6.3250027955253
United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,Compensation of employees (% of expense),GC.XPN.COMP.ZS,7.00024236699334
United States,USA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,18.81582642
United States,USA,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,90.9405212402344
United States,USA,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,23.416465006146
United States,USA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.8204215151458
United States,USA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,3.46777009963989
United States,USA,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,7.91303809058303
Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.7
Afghanistan,AFG,Compensation of employees (% of expense),GC.XPN.COMP.ZS,..
Afghanistan,AFG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,15.53361392
Afghanistan,AFG,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..
Afghanistan,AFG,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,1.39988122409902
Afghanistan,AFG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,76.72225540254
Afghanistan,AFG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Afghanistan,AFG,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,12.3752029968564
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Albania,ALB,Compensation of employees (% of expense),GC.XPN.COMP.ZS,23.2497923558788
Albania,ALB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..
Albania,ALB,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..
Albania,ALB,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,3.34300796676372
Albania,ALB,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,95.0680388145809
Albania,ALB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Albania,ALB,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,7.96794073034778
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.7187728881836
Algeria,DZA,Compensation of employees (% of expense),GC.XPN.COMP.ZS,..
Algeria,DZA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.32117987
Algeria,DZA,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..
Algeria,DZA,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,2.71003276879312
Algeria,DZA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,94.4373299704124
Algeria,DZA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Algeria,DZA,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,18.0021850000022
American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,..
American Samoa,ASM,Compensation of employees (% of expense),GC.XPN.COMP.ZS,..
American Samoa,ASM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..
American Samoa,ASM,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..
American Samoa,ASM,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,..
American Samoa,ASM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.2447518116509
American Samoa,ASM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
American Samoa,ASM,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,..
Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Andorra,AND,Compensation of employees (% of expense),GC.XPN.COMP.ZS,..
Andorra,AND,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.05175877
Andorra,AND,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..
Andorra,AND,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,5.83082918652698
Andorra,AND,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.9999985271439
Andorra,AND,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Andorra,AND,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,1.45556176874809
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,46.9554443359375
Angola,AGO,Compensation of employees (% of expense),GC.XPN.COMP.ZS,..
Angola,AGO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.91183472
Angola,AGO,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..
Angola,AGO,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,9.23329026154645
Angola,AGO,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,57.1677379228367
Angola,AGO,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Angola,AGO,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,12.7326828885444
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Antigua and Barbuda,ATG,Compensation of employees (% of expense),GC.XPN.COMP.ZS,..
Antigua and Barbuda,ATG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.61472893
Antigua and Barbuda,ATG,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..
Antigua and Barbuda,ATG,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,15.1541237084981
Antigua and Barbuda,ATG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.3649937785451
Antigua and Barbuda,ATG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Antigua and Barbuda,ATG,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,6.44675118599763
Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Armenia,ARM,Compensation of employees (% of expense),GC.XPN.COMP.ZS,19.2051507495985
Armenia,ARM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,12.24103546
Armenia,ARM,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,89.880859375
Armenia,ARM,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,8.6419682502344
Armenia,ARM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.9415163996124
Armenia,ARM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.209199994802475
Armenia,ARM,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,21.139177004463
Aruba,ABW,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Aruba,ABW,Compensation of employees (% of expense),GC.XPN.COMP.ZS,..
Aruba,ABW,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..
Aruba,ABW,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..
Aruba,ABW,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,4.62057750123414
Aruba,ABW,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..
Aruba,ABW,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Aruba,ABW,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,3.81565303314284
Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Austria,AUT,Compensation of employees (% of expense),GC.XPN.COMP.ZS,10.0135952815148
Austria,AUT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.47426033
Austria,AUT,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..
Austria,AUT,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,5.48216116275583
Austria,AUT,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100
Austria,AUT,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,3.20148992538452
Austria,AUT,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,24.4701477416595
Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Azerbaijan,AZE,Compensation of employees (% of expense),GC.XPN.COMP.ZS,14.688456947001
Azerbaijan,AZE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.60676527
Azerbaijan,AZE,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..
Azerbaijan,AZE,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,3.14773092321639
Azerbaijan,AZE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,96.3620821780168
Azerbaijan,AZE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.223900005221367
Azerbaijan,AZE,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,62.6306779437845
"Bahamas, The",BHS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
"Bahamas, The",BHS,Compensation of employees (% of expense),GC.XPN.COMP.ZS,28.4111768950123
"Bahamas, The",BHS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.59363365
"Bahamas, The",BHS,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..
"Bahamas, The",BHS,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,13.1387635252574
"Bahamas, The",BHS,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..
"Bahamas, The",BHS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
"Bahamas, The",BHS,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,3.50510111670554
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Bahrain,BHR,Compensation of employees (% of expense),GC.XPN.COMP.ZS,..
Bahrain,BHR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.72300106
Bahrain,BHR,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,68.7366790771484
Bahrain,BHR,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,42.8009595001674
Bahrain,BHR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.9198990209829
Bahrain,BHR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Bahrain,BHR,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,2.22802317327288
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.2
Bangladesh,BGD,Compensation of employees (% of expense),GC.XPN.COMP.ZS,22.4355500503213
Bangladesh,BGD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.6280098
Bangladesh,BGD,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..
Bangladesh,BGD,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,7.96183206363002
Bangladesh,BGD,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,97.945676020447
Bangladesh,BGD,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Bangladesh,BGD,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,11.3853043620406
Barbados,BRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Barbados,BRB,Compensation of employees (% of expense),GC.XPN.COMP.ZS,..
Barbados,BRB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.20014429
Barbados,BRB,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..
Barbados,BRB,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,..
Barbados,BRB,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.5144504186196
Barbados,BRB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Barbados,BRB,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,..
Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
